experiment_id,category,dataset,method,model,condition,accuracy,macro_f1,std_accuracy,std_macro_f1,source_metrics_file,source_figure_file,status,notes
foundation_noise_dl_pink_lvl-5.0_pca,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=-5.0; denoise=pca,0.137706,0.100002,0.011587,0.018347,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvlneg5p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvlneg5p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvlneg5p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvlneg5p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvlneg5p0_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl-5.0_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=-5.0; denoise=wavelet,0.151611,0.096512,0.015569,0.027660,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvlneg5p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvlneg5p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvlneg5p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvlneg5p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvlneg5p0_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl0.0_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=0.0; denoise=kalman,0.235094,0.204585,0.036915,0.045625,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvl0p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvl0p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl0p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvl0p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl0p0_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl0.0_none,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=0.0; denoise=none,0.278036,0.261812,0.032361,0.037221,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvl0p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvl0p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl0p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvl0p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl0p0_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl0.0_notch,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=0.0; denoise=notch,0.277926,0.261252,0.032725,0.037673,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvl0p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvl0p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl0p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvl0p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl0p0_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl0.0_pca,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=0.0; denoise=pca,0.200400,0.173465,0.023612,0.031292,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvl0p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvl0p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl0p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvl0p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl0p0_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl0.0_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=0.0; denoise=wavelet,0.201848,0.159521,0.035477,0.046745,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvl0p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvl0p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl0p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvl0p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl0p0_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl10.0_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=10.0; denoise=kalman,0.260962,0.249303,0.018642,0.020172,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvl10p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvl10p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl10p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvl10p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl10p0_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl10.0_none,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=10.0; denoise=none,0.559566,0.559615,0.018332,0.015792,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvl10p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvl10p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl10p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvl10p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl10p0_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl10.0_notch,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=10.0; denoise=notch,0.558965,0.559149,0.019577,0.016900,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvl10p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvl10p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl10p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvl10p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl10p0_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl10.0_pca,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=10.0; denoise=pca,0.355179,0.344472,0.020373,0.023381,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvl10p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvl10p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl10p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvl10p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl10p0_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl10.0_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=10.0; denoise=wavelet,0.251948,0.241977,0.023469,0.025784,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvl10p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvl10p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl10p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvl10p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl10p0_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl20.0_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=20.0; denoise=kalman,0.233043,0.209012,0.011862,0.011242,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvl20p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvl20p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl20p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvl20p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl20p0_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl20.0_none,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=20.0; denoise=none,0.603000,0.602314,0.013121,0.012251,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvl20p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvl20p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl20p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvl20p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl20p0_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl20.0_notch,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=20.0; denoise=notch,0.600924,0.600102,0.011499,0.010596,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvl20p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvl20p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl20p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvl20p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl20p0_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl20.0_pca,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=20.0; denoise=pca,0.385446,0.375477,0.016029,0.019907,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvl20p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvl20p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl20p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvl20p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl20p0_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl20.0_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=20.0; denoise=wavelet,0.232661,0.214752,0.015169,0.015084,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvl20p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvl20p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl20p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvl20p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl20p0_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl0.1_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=0.1; denoise=kalman,0.228044,0.202439,0.011697,0.011428,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl0p1_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl0p1_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl0p1_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl0p1_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl0p1_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl0.1_none,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=0.1; denoise=none,0.606797,0.605929,0.012240,0.011459,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl0p1_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl0p1_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl0p1_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl0p1_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl0p1_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl0.1_notch,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=0.1; denoise=notch,0.603491,0.602498,0.011479,0.010638,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl0p1_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl0p1_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl0p1_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl0p1_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl0p1_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl0.1_pca,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=0.1; denoise=pca,0.386156,0.375894,0.016018,0.020224,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl0p1_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl0p1_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl0p1_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl0p1_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl0p1_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl0.1_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=0.1; denoise=wavelet,0.229875,0.209372,0.014850,0.014903,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl0p1_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl0p1_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl0p1_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl0p1_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl0p1_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl0.3_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=0.3; denoise=kalman,0.237332,0.215131,0.011303,0.011012,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl0p3_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl0p3_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl0p3_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl0p3_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl0p3_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl0.3_none,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=0.3; denoise=none,0.595133,0.594328,0.014228,0.013032,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl0p3_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl0p3_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl0p3_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl0p3_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl0p3_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl0.3_notch,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=0.3; denoise=notch,0.591827,0.590945,0.014881,0.013560,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl0p3_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl0p3_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl0p3_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl0p3_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl0p3_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl0.3_pca,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=0.3; denoise=pca,0.381648,0.371204,0.015312,0.019143,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl0p3_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl0p3_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl0p3_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl0p3_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl0p3_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl0.3_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=0.3; denoise=wavelet,0.237387,0.221185,0.017029,0.016664,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl0p3_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl0p3_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl0p3_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl0p3_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl0p3_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl0.6_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=0.6; denoise=kalman,0.256700,0.242514,0.014919,0.015866,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl0p6_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl0p6_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl0p6_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl0p6_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl0p6_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl0.6_none,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=0.6; denoise=none,0.548147,0.547111,0.021010,0.018761,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl0p6_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl0p6_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl0p6_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl0p6_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl0p6_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl0.6_notch,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=0.6; denoise=notch,0.548448,0.547365,0.021553,0.019147,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl0p6_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl0p6_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl0p6_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl0p6_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl0p6_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl0.6_pca,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=0.6; denoise=pca,0.356954,0.345102,0.017772,0.020094,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl0p6_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl0p6_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl0p6_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl0p6_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl0p6_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl0.6_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=0.6; denoise=wavelet,0.246511,0.235829,0.019443,0.019312,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl0p6_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl0p6_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl0p6_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl0p6_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl0p6_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl1.0_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=1.0; denoise=kalman,0.277052,0.270298,0.021591,0.022079,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl1p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl1p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl1p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl1p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl1p0_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl1.0_none,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=1.0; denoise=none,0.451554,0.448882,0.029295,0.028643,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl1p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl1p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl1p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl1p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl1p0_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl1.0_notch,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=1.0; denoise=notch,0.454586,0.452234,0.030461,0.029573,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl1p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl1p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl1p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl1p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl1p0_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl1.0_pca,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=1.0; denoise=pca,0.303167,0.289244,0.021098,0.024059,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl1p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl1p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl1p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl1p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl1p0_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_spikes_lvl1.0_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=spikes; level=1.0; denoise=wavelet,0.251101,0.240697,0.026605,0.030322,outputs/dl_noise_eval_full/fold1/dualres_xception2d/spikes_lvl1p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/spikes_lvl1p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/spikes_lvl1p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/spikes_lvl1p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/spikes_lvl1p0_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
